facility_name,city,state,industry_sector,year,predicted_emissions
Aera Energy Penn Zier,Coalinga,CA,Petroleum And Natural Gas Systems,2019,69557.94232
Aera Energy Penn Zier,Coalinga,CA,Petroleum And Natural Gas Systems,2020,72279.12595999999
Aera Energy San Ardo,San Ardo,CA,Petroleum And Natural Gas Systems,2018,306216.46035999997
Aera Energy San Ardo,San Ardo,CA,Petroleum And Natural Gas Systems,2019,318112.01469000004
Aera Energy San Ardo,San Ardo,CA,Petroleum And Natural Gas Systems,2020,321867.8882599998
Aera Energy Ventura,Ventura,CA,Petroleum And Natural Gas Systems,2018,11984.4112908
Aera Energy Ventura,Ventura,CA,Petroleum And Natural Gas Systems,2019,10547.692350000001
Aera Energy Ventura,Ventura,CA,Petroleum And Natural Gas Systems,2020,10422.859762690001
Aera Energy Wier Gore Maxwell,Fellows,CA,Petroleum And Natural Gas Systems,2018,16075.878479999992
Aera Energy Wier Gore Maxwell,Fellows,CA,Petroleum And Natural Gas Systems,2019,25160.498959999986
Aera Energy Wier Gore Maxwell,Fellows,CA,Petroleum And Natural Gas Systems,2020,23891.679500000006
Aes - Puerto Rico Cogeneration Plant,Guayama,PR,Power Plants,2018,2078228.73289
Aes - Puerto Rico Cogeneration Plant,Guayama,PR,Power Plants,2019,1884178.6079800013
Aes - Puerto Rico Cogeneration Plant,Guayama,PR,Power Plants,2020,1867961.74041
Aes Alamitos,Long Beach,CA,Power Plants,2018,562561.3334800001
Aes Alamitos,Long Beach,CA,Power Plants,2019,503282.5603430002
Aes Alamitos,Long Beach,CA,Power Plants,2020,480951.0268200001
Aes Beaver Valley Llc,Monaca,PA,Power Plants,2018,49600.92324000001
Aes Beaver Valley Llc,Monaca,PA,Power Plants,2019,49107.85082999999
Aes Beaver Valley Llc,Monaca,PA,Power Plants,2020,55121.527859999995
"Aes Deepwater, Inc.",Pasadena,TX,Power Plants,2018,31759.89467999999
"Aes Deepwater, Inc.",Pasadena,TX,Power Plants,2019,40105.314309999965
"Aes Deepwater, Inc.",Pasadena,TX,Power Plants,2020,52172.208260000014
Aes Hawaii Inc,Kapolei,HI,Power Plants,2018,1453436.29182
Aes Hawaii Inc,Kapolei,HI,Power Plants,2019,1290890.0192500001
Aes Hawaii Inc,Kapolei,HI,Power Plants,2020,1215325.1749999998
Aes Huntington Beach,Huntington Beach,CA,Power Plants,2018,267688.25199999975
Aes Huntington Beach,Huntington Beach,CA,Power Plants,2019,260251.23538000003
Aes Huntington Beach,Huntington Beach,CA,Power Plants,2020,244916.23520000014
Aes Redondo Beach,Redondo Beach,CA,Power Plants,2018,343132.7805910002
Aes Redondo Beach,Redondo Beach,CA,Power Plants,2019,332554.469263
Aes Redondo Beach,Redondo Beach,CA,Power Plants,2020,344332.84199999995
"Aes Shady Point, Llc",Panama,OK,"Power Plants,Suppliers Of Co2",2018,2029689.4182200006
"Aes Shady Point, Llc",Panama,OK,"Power Plants,Suppliers Of Co2",2019,1888247.066439999
"Aes Shady Point, Llc",Panama,OK,"Power Plants,Suppliers Of Co2",2020,1655052.381029999
Aes Thames,Uncasville,CT,Power Plants,2018,1086943.55468
Aes Thames,Uncasville,CT,Power Plants,2019,841036.7191600001
Aes Thames,Uncasville,CT,Power Plants,2020,875321.9857200002
Aes Warrior Run,Cumberland,MD,"Power Plants,Suppliers Of Co2",2018,954062.2434299999
Aes Warrior Run,Cumberland,MD,"Power Plants,Suppliers Of Co2",2019,996788.5072870003
Aes Warrior Run,Cumberland,MD,"Power Plants,Suppliers Of Co2",2020,889080.3914899996
"Aes Western Power, Llc",Pasadena,TX,Power Plants,2018,4327987.499300003
"Aes Western Power, Llc",Pasadena,TX,Power Plants,2019,6392006.660170001
"Aes Western Power, Llc",Pasadena,TX,Power Plants,2020,4752403.9265399985
Afton Chemical Corp,Sauget,IL,Petroleum And Natural Gas Systems,2018,50016.29240000002
Afton Chemical Corp,Sauget,IL,Petroleum And Natural Gas Systems,2019,53745.56438780003
Afton Chemical Corp,Sauget,IL,Petroleum And Natural Gas Systems,2020,53935.066699999996
Afton Generating Station,La Mesa,NM,Power Plants,2018,155527.92810000002
Afton Generating Station,La Mesa,NM,Power Plants,2019,142474.0469999999
Afton Generating Station,La Mesa,NM,Power Plants,2020,119802.48150039998
Ag Energy,Ogdensburg,NY,Power Plants,2018,8553.588119999995
Ag Energy,Ogdensburg,NY,Power Plants,2019,8282.661499999998
Ag Energy,Ogdensburg,NY,Power Plants,2020,8637.288979999996
Ag Processing Inc,Sergeant Bluff,IA,Other,2018,59280.14930939998
Ag Processing Inc,Sergeant Bluff,IA,Other,2019,58929.7021221
Ag Processing Inc,Sergeant Bluff,IA,Other,2020,57268.370651700025
Ag Processing Inc A Coop-Manning,Manning,IA,Other,2018,28032.527892
Ag Processing Inc A Coop-Manning,Manning,IA,Other,2019,22641.883132000003
Ag Processing Inc A Coop-Manning,Manning,IA,Other,2020,22471.89802000001
Ag Processing Inc-Eagle Grove,Eagle Grove,IA,Other,2018,93504.06534640006
Ag Processing Inc-Eagle Grove,Eagle Grove,IA,Other,2019,94479.84788
Ag Processing Inc-Eagle Grove,Eagle Grove,IA,Other,2020,91916.49830219997
Ag Processing Inc-Sheldon,Sheldon,IA,Other,2018,25539.972979999995
Ag Processing Inc-Sheldon,Sheldon,IA,Other,2019,24085.933119999994
Ag Processing Inc-Sheldon,Sheldon,IA,Other,2020,22721.826199999992
Ag Processing Incorporated A Cooperative,Dawson,MN,Other,2018,32386.77655999999
Ag Processing Incorporated A Cooperative,Dawson,MN,Other,2019,33360.604620000006
Ag Processing Incorporated A Cooperative,Dawson,MN,Other,2020,33137.19233999998
Agave Dagger Draw Gas Plant,Artesia,NM,"Injection Of Co2,Petroleum And Natural Gas Systems,Suppliers Of Co2",2018,26527.470376000005
Agave Dagger Draw Gas Plant,Artesia,NM,"Injection Of Co2,Petroleum And Natural Gas Systems,Suppliers Of Co2",2019,37107.77010000001
Agave Dagger Draw Gas Plant,Artesia,NM,"Injection Of Co2,Petroleum And Natural Gas Systems,Suppliers Of Co2",2020,37925.307559999994
Agc Flat Glass N America Inc,Richmond,KY,Minerals,2018,184796.59162000005
Agc Flat Glass N America Inc,Richmond,KY,Minerals,2019,169613.50466
Agc Flat Glass N America Inc,Richmond,KY,Minerals,2020,163667.16948799998
Agc Flat Glass North America Spring Hill Plant,Spring Hill,KS,Minerals,2018,101100.18593999995
Agc Flat Glass North America Spring Hill Plant,Spring Hill,KS,Minerals,2019,103398.75694
Agc Flat Glass North America Spring Hill Plant,Spring Hill,KS,Minerals,2020,104419.92582
Agc Flatglass North America-Kingsport Plant,Kingsport,TN,Minerals,2018,42236.67522
Agc Flatglass North America-Kingsport Plant,Kingsport,TN,Minerals,2019,45639.245520000004
Agc Flatglass North America-Kingsport Plant,Kingsport,TN,Minerals,2020,48540.434760800024
Agc-Greenland Flatglass Plant,Church Hill,TN,Minerals,2018,131461.41175999996
Agc-Greenland Flatglass Plant,Church Hill,TN,Minerals,2019,128896.20501700003
Agc-Greenland Flatglass Plant,Church Hill,TN,Minerals,2020,126441.01671100006
"Aggregate Industries Swr, Inc. - Utelite Plant",Coalville,UT,Minerals,2018,43543.938999999984
"Aggregate Industries Swr, Inc. - Utelite Plant",Coalville,UT,Minerals,2019,43257.47986000001
"Aggregate Industries Swr, Inc. - Utelite Plant",Coalville,UT,Minerals,2020,44613.60898000002
Agp Soy/Corn Processing,Hastings,NE,Other,2018,191597.72922200005
Agp Soy/Corn Processing,Hastings,NE,Other,2019,202756.13008
Agp Soy/Corn Processing,Hastings,NE,Other,2020,205371.2809600001
Agra Resources Llc Dba Poet Biorefining - Glenville,Albert Lea,MN,"Other,Suppliers Of Co2",2018,48101.0087338
Agra Resources Llc Dba Poet Biorefining - Glenville,Albert Lea,MN,"Other,Suppliers Of Co2",2019,48826.53377999998
Agra Resources Llc Dba Poet Biorefining - Glenville,Albert Lea,MN,"Other,Suppliers Of Co2",2020,48953.15411
Agri Energy Llc,Luverne,MN,"Chemicals,Waste",2018,37203.58290000002
Agri Energy Llc,Luverne,MN,"Chemicals,Waste",2019,36491.113928
Agri Energy Llc,Luverne,MN,"Chemicals,Waste",2020,35497.04862799999
Agri-Mark,Middlebury,VT,Other,2018,20308.21628000001
Agri-Mark,Middlebury,VT,Other,2019,20311.506459999993
Agri-Mark,Middlebury,VT,Other,2020,20046.066039999998
Agrifos Fertilizer Pasadena,Pasadena,TX,Chemicals,2018,11303.695979999997
Agrifos Fertilizer Pasadena,Pasadena,TX,Chemicals,2019,13359.823698000004
Agrifos Fertilizer Pasadena,Pasadena,TX,Chemicals,2020,16263.265710000007
Agrium Nno,North Bend,OH,Chemicals,2018,1524617.7138360003
Agrium Nno,North Bend,OH,Chemicals,2019,1233892.5055399993
Agrium Nno,North Bend,OH,Chemicals,2020,864922.6446000006
Agrium Us Borger Nitrogen Operations,Borger,TX,"Chemicals,Suppliers Of Co2",2018,817031.6534399998
Agrium Us Borger Nitrogen Operations,Borger,TX,"Chemicals,Suppliers Of Co2",2019,826590.2531500002
Agrium Us Borger Nitrogen Operations,Borger,TX,"Chemicals,Suppliers Of Co2",2020,768952.8669700001
Agrium Us Inc,Soda Springs,ID,Chemicals,2018,83127.24575099994
Agrium Us Inc,Soda Springs,ID,Chemicals,2019,74910.63726169997
Agrium Us Inc,Soda Springs,ID,Chemicals,2020,61960.67787179997
Agrium Us Inc - Kfo,Kennewick,WA,Chemicals,2018,152773.05512000006
Agrium Us Inc - Kfo,Kennewick,WA,Chemicals,2019,152367.80924000003
Agrium Us Inc - Kfo,Kennewick,WA,Chemicals,2020,149947.61747999996
Agropur,Jeorme,ID,Other,2018,46688.69193699999
Agropur,Jeorme,ID,Other,2019,44037.12422000001
Agropur,Jeorme,ID,Other,2020,47158.56008989999
Agropur Inc.,Luxemburg,WI,Other,2018,25185.419660000003
Agropur Inc.,Luxemburg,WI,Other,2019,24315.10424000001
Agropur Inc.,Luxemburg,WI,Other,2020,24027.49298000001
Agua Fria Generating Station,Glendale,AZ,Power Plants,2018,107739.78885999994
Agua Fria Generating Station,Glendale,AZ,Power Plants,2019,91270.00726320002
Agua Fria Generating Station,Glendale,AZ,Power Plants,2020,87968.63113999997
Agua Mansa Power,Colton,CA,Power Plants,2018,6284.506560000002
Agua Mansa Power,Colton,CA,Power Plants,2019,8439.055500000002
Agua Mansa Power,Colton,CA,Power Plants,2020,7952.97528
Agy Llc,Aiken,SC,Minerals,2018,11541.748020809991
Agy Llc,Aiken,SC,Minerals,2019,11227.5115437
Agy Llc,Aiken,SC,Minerals,2020,10888.370379500002
Ahlstrom - Munksjo - Mosinee Plant,Mosinee,WI,"Pulp And Paper,Waste",2018,156136.992099
Ahlstrom - Munksjo - Mosinee Plant,Mosinee,WI,"Pulp And Paper,Waste",2019,141462.49844199998
Ahlstrom - Munksjo - Mosinee Plant,Mosinee,WI,"Pulp And Paper,Waste",2020,149671.56633200007
Ahlstrom - Munksjo Mosinee Llc,Mosinee,WI,"Pulp And Paper,Waste",2018,210299.93504000007
Ahlstrom - Munksjo Mosinee Llc,Mosinee,WI,"Pulp And Paper,Waste",2019,216245.8287999999
Ahlstrom - Munksjo Mosinee Llc,Mosinee,WI,"Pulp And Paper,Waste",2020,216347.83872000006
"Ahlstrom Filtration, Llc.",Taylorville,IL,Pulp And Paper,2018,18664.53900029999
"Ahlstrom Filtration, Llc.",Taylorville,IL,Pulp And Paper,2019,16906.95515999999
"Ahlstrom Filtration, Llc.",Taylorville,IL,Pulp And Paper,2020,17331.608919999984
Ahlstrom Na Specialty Solutions Llc,Rhinelander,WI,Pulp And Paper,2018,995361.692045
Ahlstrom Na Specialty Solutions Llc,Rhinelander,WI,Pulp And Paper,2019,559648.8738999997
Ahlstrom Na Specialty Solutions Llc,Rhinelander,WI,Pulp And Paper,2020,663854.2600640001
Ahlstrom-Munksjo Na Specialty Solutions,Depere,WI,Pulp And Paper,2018,184935.45042769995
Ahlstrom-Munksjo Na Specialty Solutions,Depere,WI,Pulp And Paper,2019,135721.82306199998
Ahlstrom-Munksjo Na Specialty Solutions,Depere,WI,Pulp And Paper,2020,132786.98757399997
Ahlstrom-Munksjo Na Specialty Solutions Llc,Rhinelander,WI,Pulp And Paper,2018,196598.39497999995
Ahlstrom-Munksjo Na Specialty Solutions Llc,Rhinelander,WI,Pulp And Paper,2019,206675.09295999992
Ahlstrom-Munksjo Na Specialty Solutions Llc,Rhinelander,WI,Pulp And Paper,2020,204941.31655999995
Ahlstrom-Munksjo North America Specialty Solutions,Depere,WI,Pulp And Paper,2018,62637.40950000004
Ahlstrom-Munksjo North America Specialty Solutions,Depere,WI,Pulp And Paper,2019,60303.86534
Ahlstrom-Munksjo North America Specialty Solutions,Depere,WI,Pulp And Paper,2020,60156.84601480001
Ahn Heartland Ingredients,Eddyville,IA,Other,2018,141057.3377899999
Ahn Heartland Ingredients,Eddyville,IA,Other,2019,137599.16816
Ahn Heartland Ingredients,Eddyville,IA,Other,2020,133625.58657999997
"Air Liquid Large Industries Us, Lp",El Segundo,CA,Chemicals,2018,599922.1374299999
"Air Liquid Large Industries Us, Lp",El Segundo,CA,Chemicals,2019,587844.849669
"Air Liquid Large Industries Us, Lp",El Segundo,CA,Chemicals,2020,594271.8440200001
Air Liquide - Corpus Christi Smr,Corpus Christi,TX,Chemicals,2018,347450.683092
Air Liquide - Corpus Christi Smr,Corpus Christi,TX,Chemicals,2019,352984.1329920001
Air Liquide - Corpus Christi Smr,Corpus Christi,TX,Chemicals,2020,352772.52266300016
Air Liquide - Freeport Hyco Plant,Freeport,TX,Chemicals,2018,185694.312836
Air Liquide - Freeport Hyco Plant,Freeport,TX,Chemicals,2019,183316.74411600002
Air Liquide - Freeport Hyco Plant,Freeport,TX,Chemicals,2020,161010.9908799999
Air Liquide - Port Neches Asu Cogeneration Plant,Port Neches,TX,Chemicals,2018,172374.18758000009
Air Liquide - Port Neches Asu Cogeneration Plant,Port Neches,TX,Chemicals,2019,167301.74338799997
Air Liquide - Port Neches Asu Cogeneration Plant,Port Neches,TX,Chemicals,2020,163627.90846900002
Air Liquide America Corp,Longview,TX,Chemicals,2018,419002.99272
Air Liquide America Corp,Longview,TX,Chemicals,2019,414296.3670199998
Air Liquide America Corp,Longview,TX,Chemicals,2020,418405.33531999995
Air Liquide America Corp.,Geismar,LA,Chemicals,2018,287480.8999000001
Air Liquide America Corp.,Geismar,LA,Chemicals,2019,286169.26099100005
Air Liquide America Corp.,Geismar,LA,Chemicals,2020,282381.02314400004
Air Liquide Geismar Utility Services,Geismar,LA,Power Plants,2018,46687.03040000002
Air Liquide Geismar Utility Services,Geismar,LA,Power Plants,2019,47546.06593999999
Air Liquide Geismar Utility Services,Geismar,LA,Power Plants,2020,45521.2184
Air Liquide Hydrogen Plant,Anacortes,WA,Chemicals,2018,58787.79837999998
Air Liquide Hydrogen Plant,Anacortes,WA,Chemicals,2019,59331.74367929997
Air Liquide Hydrogen Plant,Anacortes,WA,Chemicals,2020,58825.7480876
Air Liquide Large Industries Us - Smr,Pasadena,TX,Chemicals,2018,653459.9971260001
Air Liquide Large Industries Us - Smr,Pasadena,TX,Chemicals,2019,645215.5841000002
Air Liquide Large Industries Us - Smr,Pasadena,TX,Chemicals,2020,640472.4793200002
Air Liquide Large Industries Us Lp - Rodeo Hydrogen Plant,Rodeo,CA,Chemicals,2018,766710.0828699998
Air Liquide Large Industries Us Lp - Rodeo Hydrogen Plant,Rodeo,CA,Chemicals,2019,819996.5679000005
Air Liquide Large Industries Us Lp - Rodeo Hydrogen Plant,Rodeo,CA,Chemicals,2020,812027.48998
Air Products & Chemical Inc - Lake Charles Facility,Westlake,LA,Chemicals,2018,816469.5425100006
Air Products & Chemical Inc - Lake Charles Facility,Westlake,LA,Chemicals,2019,834230.64886
Air Products & Chemical Inc - Lake Charles Facility,Westlake,LA,Chemicals,2020,772167.0481600002
Air Products & Chemicals Inc - Convent Smr,Convent,LA,Chemicals,2018,668566.4504940003
Air Products & Chemicals Inc - Convent Smr,Convent,LA,Chemicals,2019,645687.8763820003
Air Products & Chemicals Inc - Convent Smr,Convent,LA,Chemicals,2020,667047.3675400001
Air Products & Chemicals Inc - Geismar Smr,Geismar,LA,"Chemicals,Suppliers Of Co2",2018,53430.42070000003
Air Products & Chemicals Inc - Geismar Smr,Geismar,LA,"Chemicals,Suppliers Of Co2",2019,54221.970940000014
Air Products & Chemicals Inc - Geismar Smr,Geismar,LA,"Chemicals,Suppliers Of Co2",2020,56226.53152000002
Air Products & Chemicals Inc - Industrial Gas Production Facility,New Orleans,LA,Chemicals,2018,284502.104813
Air Products & Chemicals Inc - Industrial Gas Production Facility,New Orleans,LA,Chemicals,2019,282424.460278
Air Products & Chemicals Inc - Industrial Gas Production Facility,New Orleans,LA,Chemicals,2020,272824.17380299995
Air Products & Chemicals Inc Martinez Waterfront Road,Martinez,CA,Chemicals,2018,770692.4215199999
Air Products & Chemicals Inc Martinez Waterfront Road,Martinez,CA,Chemicals,2019,797080.6788400005
Air Products & Chemicals Inc Martinez Waterfront Road,Martinez,CA,Chemicals,2020,782299.2915400001
"Air Products & Chemicals, Inc, Tesoro Martinez",Martinez,CA,Chemicals,2018,238060.8097199999
"Air Products & Chemicals, Inc, Tesoro Martinez",Martinez,CA,Chemicals,2019,227687.01091999997
"Air Products & Chemicals, Inc, Tesoro Martinez",Martinez,CA,Chemicals,2020,219265.16584000006
Air Products And Chemicals - Norco Smr,Norco,LA,Chemicals,2018,1165467.9387300008
Air Products And Chemicals - Norco Smr,Norco,LA,Chemicals,2019,1141178.883380001
Air Products And Chemicals - Norco Smr,Norco,LA,Chemicals,2020,1126053.3850400003
Air Products And Chemicals Inc - Catlettsburg Hydrogen Plant,Catlettsburg,KY,Chemicals,2018,158607.0477179999
Air Products And Chemicals Inc - Catlettsburg Hydrogen Plant,Catlettsburg,KY,Chemicals,2019,160939.448549
Air Products And Chemicals Inc - Catlettsburg Hydrogen Plant,Catlettsburg,KY,Chemicals,2020,158474.706504
Air Products And Chemicals Inc - Garyville,Garyville,LA,Chemicals,2018,915639.094708
Air Products And Chemicals Inc - Garyville,Garyville,LA,Chemicals,2019,888632.5167130004
Air Products And Chemicals Inc - Garyville,Garyville,LA,Chemicals,2020,898673.006658
Air Products And Chemicals Inc. Luling Smr Facility,Luling,LA,Chemicals,2018,712318.1571800004
Air Products And Chemicals Inc. Luling Smr Facility,Luling,LA,Chemicals,2019,672337.7773200002
Air Products And Chemicals Inc. Luling Smr Facility,Luling,LA,Chemicals,2020,658039.3622770001
Air Products And Chemicals Inc./Detroit Hydrogen Facility Marathon Refinery,Detroit,MI,Chemicals,2018,335990.14679399994
Air Products And Chemicals Inc./Detroit Hydrogen Facility Marathon Refinery,Detroit,MI,Chemicals,2019,237213.73196999996
Air Products And Chemicals Inc./Detroit Hydrogen Facility Marathon Refinery,Detroit,MI,Chemicals,2020,241390.94578000007
Air Products And Chemicals Incorporated,Sacramento,CA,Chemicals,2018,46424.331305
Air Products And Chemicals Incorporated,Sacramento,CA,Chemicals,2019,45154.656116000006
Air Products And Chemicals Incorporated,Sacramento,CA,Chemicals,2020,45115.59824000002
"Air Products And Chemicals, Inc.",Cincinnati,OH,Chemicals,2018,23909.971249999995
"Air Products And Chemicals, Inc.",Cincinnati,OH,Chemicals,2019,23039.518679999994
"Air Products And Chemicals, Inc.",Cincinnati,OH,Chemicals,2020,22434.955480000004
"Air Products And Chemicals, Inc. - Br Smr","Baton Rouge, La",LA,Chemicals,2018,902079.2143730003
"Air Products And Chemicals, Inc. - Br Smr","Baton Rouge, La",LA,Chemicals,2019,874885.0191050003
"Air Products And Chemicals, Inc. - Br Smr","Baton Rouge, La",LA,Chemicals,2020,864002.6438449995
"Air Products And Chemicals, Inc. - Joliet, Il H2 Plant",Channahon,IL,Chemicals,2018,87647.5069
"Air Products And Chemicals, Inc. - Joliet, Il H2 Plant",Channahon,IL,Chemicals,2019,94895.59370000004
"Air Products And Chemicals, Inc. - Joliet, Il H2 Plant",Channahon,IL,Chemicals,2020,90561.64611999998
Air Products Baytown Plant,Baytown,TX,Chemicals,2018,343210.38455000013
Air Products Baytown Plant,Baytown,TX,Chemicals,2019,356377.92833200016
Air Products Baytown Plant,Baytown,TX,Chemicals,2020,353250.9418800002
Air Products Carson Hydrogen Plant,Carson,CA,Chemicals,2018,581321.828635
Air Products Carson Hydrogen Plant,Carson,CA,Chemicals,2019,550283.2554999997
Air Products Carson Hydrogen Plant,Carson,CA,Chemicals,2020,555987.9231460002
Air Products Chemicals Inc,Geismar,LA,Chemicals,2018,355181.60488359997
Air Products Chemicals Inc,Geismar,LA,Chemicals,2019,101865.644226
Air Products Chemicals Inc,Geismar,LA,Chemicals,2020,382065.1091870002
Air Products La Porte Facility,La Porte,TX,Power Plants,2018,100691.24462629999
Air Products La Porte Facility,La Porte,TX,Power Plants,2019,83152.89703520003
